5	131072	4	2000	0	2	970.568579
4	131072	1	4000	1	2	1253.4095948
1	20971	8	100	1	3	75.3051988
4	131072	16	8000	1	1	35876.171094
5	131072	32	4000	0	1	36282.209375
4	131072	4	8000	1	1	9000.2718748
5	131072	4	8000	0	1	8986.9011718
4	131072	1	8000	1	2	2383.1773926
5	131072	1	8000	0	2	2381.3914064
4	131072	4	4000	1	1	4534.1505858
1	2621	8	800	1	1	44.09
4	131072	32	8000	1	2	5641.2787108
5	131072	2	1000	0	2	429.6016054
4	131072	32	4000	1	2	2907.1131346
1	20971	1	800	1	1	41.1038004
4	131072	2	4000	1	2	1260.9463868
5	131072	16	8000	0	2	4850.0060546
1	83886	1	200	1	1	50.8738008
4	131072	32	2000	1	2	1618.1263914
2	65536	16	1	1	2	297.6739988
1	335544	1	50	1	1	68.1522002
4	131072	2	8000	1	1	4495.3702148
5	131072	4	1000	0	1	1189.3677978
2	524288	2	1	1	2	804.849402
5	131072	2	4000	0	2	1417.156006
4	131072	8	8000	1	1	17852.1558594
4	131072	2	1000	1	1	585.326001
5	131072	8	8000	0	1	17998.1828126
1	83886	8	25	1	3	177.2273988
4	131072	32	8000	1	1	71486.4671876
4	131072	2	2000	1	1	1144.0569826
1	41943	16	25	1	1	92.3192
4	131072	8	1000	1	1	2321.8888184
1	671088	1	25	1	1	91.1584016
1	20971	16	50	1	3	109.5020006
1	41943	8	50	1	1	66.564
4	131072	4	8000	1	2	2570.9012204
5	131072	8	4000	0	1	9042.758594
5	131072	2	8000	0	1	4508.3754882
1	167772	1	100	1	1	55.4199996
1	5242	16	200	1	1	49.9830002
5	131072	4	4000	0	2	1848.4869628
1	41943	1	400	1	3	46.5033996
1	1310	16	800	1	3	43.1964004
4	131072	4	2000	1	1	2272.0645998
5	131072	1	8000	0	1	2260.250586
5	131072	32	8000	0	2	10721.9337888
1	10485	16	100	1	1	52.9881988
4	131072	8	1000	1	2	416.6363954
5	131072	8	1000	0	1	2366.0485838
4	131072	16	4000	1	1	18099.048828
4	131072	2	8000	1	2	2402.1169432
5	131072	2	2000	0	1	1156.247412
5	131072	1	1000	0	2	398.3419982
5	131072	4	4000	0	1	4527.862207
4	131072	32	1000	1	1	9279.8978514
5	131072	2	1000	0	1	595.5341916
1	2621	16	400	1	3	48.9635994
4	131072	16	1000	1	1	4640.5822264
1	20971	8	100	1	1	52.8601996
1	5242	8	400	1	3	44.2862002
4	131072	32	2000	1	1	18211.0304688
5	131072	32	4000	0	2	5593.2333984
5	131072	8	1000	0	2	683.755005
5	131072	16	1000	0	1	4711.4731444
5	131072	2	8000	0	2	2725.1412112
4	131072	8	2000	1	2	734.6718016
4	131072	4	2000	1	2	718.0641968
4	131072	16	8000	1	2	3224.1401854
4	131072	4	1000	1	2	407.4530032
5	131072	8	2000	0	2	1285.1659912
1	83886	1	200	1	3	55.5290006
5	131072	16	4000	0	1	18164.2347658
5	131072	1	1000	0	1	308.864801
5	131072	32	1000	0	2	1467.3140138
5	131072	4	1000	0	2	533.387811
1	335544	1	50	1	3	108.9364014
5	131072	16	2000	0	2	1293.0472166
5	131072	1	2000	0	1	578.6578004
4	131072	16	2000	1	1	9115.7113282
2	1048576	1	1	1	2	970.6224002
4	131072	8	8000	1	2	2600.9593748
1	10485	8	200	1	3	55.9551986
5	131072	1	4000	0	2	1242.3973878
5	131072	8	8000	0	2	4838.2277342
4	131072	1	1000	1	2	393.885199
2	262144	4	1	1	2	492.7659976
5	131072	32	2000	0	2	2729.0914062
1	41943	16	25	1	3	182.3568024
4	131072	8	4000	1	2	1357.141992
1	20971	16	50	1	1	70.8468018
5	131072	1	4000	0	1	1141.3333986
5	131072	8	4000	0	2	2465.7083496
5	131072	16	2000	0	1	9212.647461
5	131072	16	8000	0	1	36218.2734376
4	131072	1	2000	1	1	582.2514038
4	131072	2	2000	1	2	683.922803
1	2621	8	800	1	3	43.4992004
4	131072	16	1000	1	2	585.3737916
1	20971	1	800	1	3	43.4178
4	131072	32	4000	1	1	36013.71875
4	131072	1	4000	1	1	1149.2286378
5	131072	16	1000	0	2	717.0356078
5	131072	16	4000	0	2	2477.4930176
4	131072	8	4000	1	1	9008.8976562
5	131072	2	2000	0	2	771.504187
4	131072	16	4000	1	2	1707.6065672
4	131072	8	2000	1	1	4550.7388672
4	131072	1	8000	1	1	2272.9191896
4	131072	1	2000	1	2	672.691394
1	83886	8	25	1	1	91.257602
5	131072	4	2000	0	1	2309.0365722
5	131072	8	2000	0	1	4598.6536136
1	5242	8	400	1	1	44.1020006
5	131072	2	4000	0	1	2268.4021486
1	671088	1	25	1	3	175.442801
1	41943	8	50	1	3	111.6395996
2	131072	8	1	1	2	321.1175904
1	167772	1	100	1	3	73.6501982
1	5242	16	200	1	3	57.0188004
1	41943	1	400	1	1	45.140001
1	1310	16	800	1	1	40.7678002
4	131072	1	1000	1	1	303.2970032
1	10485	16	100	1	3	75.5966004
5	131072	32	8000	0	1	72002.6437502
5	131072	32	2000	0	1	18440.1351564
4	131072	4	1000	1	1	1163.4956056
4	131072	2	4000	1	1	2271.5782226
5	131072	32	1000	0	1	9448.3945312
5	131072	1	2000	0	2	687.7407958
4	131072	16	2000	1	2	977.6715822
5	131072	4	8000	0	2	3582.439209
1	10485	8	200	1	1	47.3814002
4	131072	2	1000	1	2	392.6589966
4	131072	4	4000	1	2	1339.9127932
4	131072	32	1000	1	2	1024.6244018
1	2621	16	400	1	1	42.8618004
